solution_id,source_id,teff,azero,logg,mh,ag,mg,distancepc,abp,arp,ebpminrp,log_pos,log_lik,radius
8013174454444875809,4111834567779557376,5931.366,1.0663476,1.7423388,-0.5869006,0.87453866,-3.914886,1047.8646,1.1087693,0.6347729,0.4739964,-741.2343,-577.1134,50.00229
8013174454444875809,4111834567779557376,5808.555,0.9723791,1.7398481,-0.50589025,0.79372394,-3.7886915,1049.8108,1.0075197,0.5786436,0.4288761,-736.44275,-588.94116,50.367065
8013174454444875809,4111834567779557376,5888.4365,1.025409,1.7495394,-0.5363086,0.8396843,-3.8400183,1044.3728,1.0648435,0.6104014,0.45444214,-741.30164,-580.4417,49.737682
8013174454444875809,4111834567779557376,5801.124,0.9753596,1.7426447,-0.4964247,0.79557484,-3.7772887,1043.3505,1.0101162,0.5803531,0.42976314,-736.3378,-589.7974,50.22072
8013174454444875809,4111834567779557376,5874.4814,1.0266571,1.7533718,-0.5164795,0.83979654,-3.8247077,1035.9758,1.065356,0.6110543,0.4543017,-740.5643,-579.5293,49.526615
8013174454444875809,4111834567779557376,5899.1104,1.0439961,1.7494011,-0.54605937,0.8549279,-3.851978,1040.8551,1.0842929,0.6214141,0.46287876,-739.2339,-576.93933,49.70321
8013174454444875809,4111834567779557376,5956.6226,1.0824094,1.7691584,-0.52892333,0.8880388,-3.848929,1024.1595,1.1254312,0.6444507,0.48098046,-742.01245,-576.63837,48.636013
8013174454444875809,4111834567779557376,5904.048,1.0487266,1.7588056,-0.51947886,0.85867804,-3.8201401,1032.5378,1.0889807,0.62425065,0.46473002,-741.40173,-578.11035,49.2612
8013174454444875809,4111834567779557376,5878.8237,0.99675566,1.8039466,-0.36392447,0.8132168,-3.6670666,983.307,1.0312176,0.5933722,0.43784535,-769.26,-617.21875,46.94763
8013174454444875809,4111834567779557376,5911.8677,1.0450846,1.7467005,-0.56225646,0.85657406,-3.86533,1046.7693,1.086069,0.6221313,0.4639377,-740.8931,-578.4121,49.84935
8013174454444875809,4111834567779557376,5892.2583,1.0352595,1.7310886,-0.59802413,0.8481524,-3.8869433,1061.1375,1.0757554,0.6161899,0.45956546,-740.1813,-578.23694,50.728157
8013174454444875809,4111834567779557376,5885.9155,0.9965446,1.8026893,-0.3740107,0.8136362,-3.6765583,987.37915,1.031545,0.5933026,0.43824244,-764.9756,-612.8773,47.00602
8013174454444875809,4111834567779557376,5934.4473,1.0680126,1.7610912,-0.5355436,0.8755805,-3.8443477,1031.3923,1.1099778,0.6358093,0.47416854,-741.38477,-576.9936,49.088844
8013174454444875809,4111834567779557376,5871.6763,1.0350721,1.72737,-0.5900236,0.846905,-3.8792033,1059.7751,1.0747025,0.61594373,0.45875877,-741.542,-579.5936,50.95738
8013174454444875809,4111834567779557376,5878.5527,1.032585,1.7309035,-0.58781254,0.84527344,-3.878034,1058.4884,1.0723989,0.6145279,0.45787102,-739.63525,-577.9897,50.74909
8013174454444875809,4111834567779557376,5806.1323,0.97650766,1.7412367,-0.50230503,0.79682976,-3.7852247,1046.1144,1.0115956,0.5810641,0.4305315,-735.6955,-588.33496,50.283783
8013174454444875809,4111834567779557376,5847.3965,0.9987778,1.7306392,-0.56421244,0.8169564,-3.8541512,1060.3705,1.036551,0.5944298,0.4421212,-741.19867,-582.5056,50.77123
8013174454444875809,4111834567779557376,5886.775,1.0330713,1.7519033,-0.5277791,0.8455547,-3.8388908,1038.9962,1.0724825,0.61490756,0.4575749,-740.1085,-578.72345,49.60396
8013174454444875809,4111834567779557376,5907.2026,1.0502037,1.7375921,-0.59647024,0.86065435,-3.887049,1052.9338,1.0915222,0.6250935,0.4664287,-738.35876,-575.3295,50.34101
8013174454444875809,4111834567779557376,5913.7114,1.0507815,1.7411374,-0.57837135,0.8612941,-3.879647,1051.4978,1.0921364,0.6254888,0.46664757,-741.2103,-578.108,50.165222
8013174454444875809,4111834567779557376,5674.2676,0.8946276,1.6534603,-0.7262816,0.7282889,-3.8981142,1122.3448,0.92642945,0.53185576,0.3945737,-733.57385,-582.2076,55.247097
8013174454444875809,4111834567779557376,5810.641,0.9813484,1.7180667,-0.57211703,0.8014619,-3.8536708,1069.1993,1.0175284,0.5839057,0.43362272,-742.1513,-584.2275,51.51352
8013174454444875809,4111834567779557376,5859.939,1.0148933,1.7244098,-0.5975142,0.83051986,-3.878489,1065.4711,1.0538125,0.60398084,0.44983166,-739.09143,-578.8783,51.11547
8013174454444875809,4111834567779557376,5818.0527,0.97360474,1.7409444,-0.50512874,0.7951471,-3.79231,1051.5845,1.0091043,0.579428,0.42967623,-739.54395,-590.5318,50.32283
8013174454444875809,4111834567779557376,5898.589,1.0444353,1.7404072,-0.5719261,0.8554706,-3.875566,1050.0361,1.0850303,0.62165284,0.46337748,-739.5825,-577.1441,50.199425
8013174454444875809,4111834567779557376,5906.3657,1.0531077,1.7396889,-0.5853923,0.8628071,-3.8920898,1048.6644,1.0943197,0.62680507,0.46751463,-738.4981,-575.45215,50.174545
8013174454444875809,4111834567779557376,5864.834,1.026016,1.7309753,-0.5825126,0.8393732,-3.876032,1056.337,1.065136,0.6105707,0.45456523,-738.66345,-577.76654,50.74289
8013174454444875809,4111834567779557376,5905.3022,1.0550363,1.7490177,-0.5541191,0.8640042,-3.8582907,1039.1605,1.095871,0.6279536,0.46791738,-739.83154,-576.62384,49.710087
8013174454444875809,4111834567779557376,5850.331,1.011834,1.7193148,-0.59730434,0.8276442,-3.8808532,1069.7307,1.0503438,0.60211533,0.44822842,-740.9563,-580.8619,51.426632
8013174454444875809,4111834567779557376,5902.9297,1.0491302,1.7520478,-0.53877157,0.8591033,-3.8418164,1038.4739,1.08958,0.62446845,0.4651116,-740.5914,-577.68353,49.59952
8013174454444875809,4111834567779557376,5890.538,1.0424867,1.7452034,-0.5549259,0.8533811,-3.8567176,1043.0768,1.0825381,0.620461,0.46207714,-739.1088,-576.93945,49.925335
8013174454444875809,4111834567779557376,5803.519,0.97350895,1.7127714,-0.59601676,0.79512906,-3.8674397,1073.8541,1.0095667,0.5792245,0.43034214,-738.91864,-581.5486,51.76149
8013174454444875809,4111834567779557376,5874.801,1.0277033,1.7323036,-0.5811484,0.841189,-3.887417,1055.9376,1.0672075,0.61163235,0.4555751,-738.56964,-577.6625,50.59888
8013174454444875809,4111834567779557376,5852.014,1.0267875,1.7272882,-0.58421993,0.8393516,-3.8769522,1055.522,1.0654653,0.61093676,0.45452857,-741.1174,-580.1966,50.913395
8013174454444875809,4111834567779557376,5811.85,0.980449,1.7175988,-0.5818478,0.8008904,-3.8610446,1070.0631,1.0167723,0.583378,0.43339425,-740.23645,-582.54083,51.53359
