ra,dec,magnitude,parallax
230.13232035127078,-48.71848787983783,18.754423,0.3870940330527939
262.4865193074644,-59.97904009042389,19.702961,-0.02722451368919818
230.20460974857144,-48.58681929416132,15.881063,0.47189683886878153
230.1968855358236,-48.584947078658935,17.847282,0.5980583890602305
230.19767410533962,-48.58437223902088,18.123787,0.14586289937989086
230.2025877713831,-48.5953441125098,19.708677,
230.21971701808937,-48.58668119592304,18.035213,0.24851200033985407
230.2148954633693,-48.57753750232531,17.967607,0.2936668264729355
230.20858808452908,-48.57468133922077,19.302362,0.051509180859574455
230.21503596373785,-48.573757213341025,18.0024,0.3330561135791846
230.2114389026501,-48.58661843397342,18.654078,0.35293102822076367
230.2154660800698,-48.59171443868086,17.738913,0.6433786924538032
230.20045444437707,-48.58116644035595,17.510275,0.6360928097389938
230.21060606505472,-48.578481314292794,18.619476,0.057736554287092096
230.21777072274753,-48.58816119133629,19.331396,0.417824169382182
230.2190517603285,-48.586306725978794,18.639668,0.14313947061840673
230.2177541629497,-48.58430539803395,19.610813,0.6750157253017989
230.223889105498,-48.58098868223549,19.762484,-0.6174278733779988
230.2151793397819,-48.58179940808934,19.841103,0.7859242047193113
254.8448703360823,-22.644775047379802,19.786346,-0.7468083506517467
227.83709039813152,-49.89059719829617,19.54178,-0.7583943171313549
227.83078822331404,-49.892127687240375,18.109257,0.049687414823325934
227.83896611620568,-49.88748370518667,19.84172,0.22310273414651643
227.83658414970014,-49.886204575736194,19.747816,-0.2406848831441588
227.83858386559268,-49.90379159715615,19.916204,0.2672817271979213
254.8403367352552,-22.649888109706335,19.628197,0.3419270662302072
254.85094222063287,-22.645165520561676,19.073599,1.0470545260183792
254.85114817497492,-22.655537994798856,19.015678,0.4399591037240772
254.8528373809497,-22.65348878638256,19.990562,0.031946728443509105
254.85209769097992,-22.653470108068806,19.185137,0.4453969580181197
254.84616376477098,-22.655675120090734,19.879162,0.9684041749846755
254.85364125784426,-22.64640149629121,19.545568,0.9284342317533901
254.84565754877812,-22.64832352876278,19.984537,-0.6813687827623277
254.31388972907507,-22.08250064795603,18.767897,0.4362343349091304
254.31763151354957,-22.076337921429545,18.889288,0.5824592090373817
254.31119203038736,-22.078954137093426,18.566492,0.3255492480475498
254.3085347900273,-22.06912492635246,19.069027,
254.31334762477795,-22.077238945521625,19.598774,0.12339763652286259
254.30806105372946,-22.069782303513463,18.048454,0.36633765045195954
254.3555733446025,-22.103209740980667,18.704922,0.037319024354520336
254.35692517578082,-22.101970122145836,19.0078,0.2094555288680726
230.13446868075866,-48.71677572933533,18.11249,0.2934346212424782
254.35439331473384,-22.100744112763472,18.740004,0.0034845237287715915
230.14634445212494,-48.71780356795477,19.159811,-0.022433153291798485
227.89629721670894,-49.883538948708946,19.72396,0.11746828921171121
227.9000439271999,-49.88500799060101,19.748095,0.31266660875039054
227.85390482474492,-49.91573281839736,18.051758,0.09171217980786033
227.84448327960723,-49.91146874661701,17.839382,0.15373127798919578
227.85733904321287,-49.9108170863355,17.381792,0.2544499352930787
227.85248808486662,-49.90996381332864,18.174662,0.4363253900929434
227.85606443983377,-49.90932946218492,17.594757,0.9815191676549699
227.86036622825551,-49.90478061320504,18.510239,0.1429987212899163
227.85094858087444,-49.90570114268034,18.839138,-0.009619614884633814
227.85026967527403,-49.916474573691715,19.038198,-0.12554096579403676
227.8498311996412,-49.91438456624743,19.403828,0.3717573866091189
227.85973717142593,-49.911130347806974,19.176622,0.28132294879614783
227.85966914749608,-49.905301901717614,19.419176,0.38669782676379005
227.84021536970812,-49.90928099952232,19.18306,0.12183754630604589
230.2084636146219,-48.58292225047147,17.861595,0.46759954175567364
230.20834911750126,-48.58236947431433,18.332613,1.4349607121867787
230.21524071687986,-48.57956948901611,19.021572,0.6404780086554875
230.2074499731123,-48.58162384450704,18.299139,0.4355422808012474
230.21015922816295,-48.57922804177494,19.567934,0.1903396386565095
230.21161769791414,-48.577462022172895,19.736877,0.9025106511978079
230.21365943672254,-48.57530171295936,18.962193,
230.20761388763395,-48.574885877604956,19.504229,0.7521594957073512
230.20667453136636,-48.57515187859592,19.78008,0.3114206497467923
230.21149541333452,-48.573523094931524,18.74784,0.14337289717747234
230.20838706000526,-48.57395110316212,18.393661,0.10101037774681887
255.45944821941242,-22.406274474581753,19.370182,0.2749238966284867
255.4571041263224,-22.405026008812744,18.714073,0.17676797750863216
255.46483961651597,-22.39882837670818,14.725725,0.201528508325499
255.47405270983242,-22.406718020058104,19.8591,0.37520681693401003
255.4430826750282,-22.398981975703403,18.949842,0.5499831378630152
255.44334979527937,-22.410639798040634,19.473072,0.2148581223734188
255.44277692546515,-22.400209086958064,19.39038,0.43297816557027946
255.43823477068545,-22.40736269496482,19.142565,-0.12493336870736249
255.43971288568628,-22.407318731162814,17.271786,0.7620569854771201
228.26662825257216,-48.320272055600505,17.72792,0.5973537581625725
228.2640668950867,-48.320070532467426,18.05251,0.45549831307419375
228.2632456587152,-48.30832020851448,18.197285,0.4934705128777022
228.25767996493371,-48.30922240877576,19.711744,0.9037600836783639
228.2649607269125,-48.30339140417433,18.134975,0.385678362890197
228.28208772759763,-48.306414686767646,18.15539,-0.12521033033375073
228.28678984876248,-48.301435260113905,18.393126,-0.1781766219568048
228.2787067946877,-48.29742729684448,18.246468,-0.4954136808824544
228.26952202564505,-48.29728834572285,18.216345,0.45907076567476024
228.28617779399946,-48.300544967668515,18.730154,0.7661266971757248
228.27758321550948,-48.298764336213935,18.947437,-0.8854978584392682
230.20873068813717,-48.57217032209566,19.982605,0.4226079102105747
230.22233050751123,-48.57946965245825,19.996792,-0.19555659119167906
230.21942219564536,-48.584840588434936,15.318889,0.19782406756816698
230.2117744921238,-48.58445080217462,16.485352,1.3092928648321105
230.2171370345748,-48.58108029114352,15.914281,0.4471996181818285
230.21118244883343,-48.58095752290099,17.62096,0.5535583422290362
230.2120321344548,-48.579096609544884,18.729708,0.20867088947418566
230.2095141546902,-48.57768921813133,17.366013,0.24596342308403946
230.21383858503424,-48.57523183361168,18.527956,-1.1596188068661168
230.21185299752926,-48.57270027698191,16.33005,0.3618799267593677
230.21268410658604,-48.57148467103535,18.406858,0.6020207228657963
230.2088127032136,-48.58205349265178,15.10452,0.7559239897856694
230.21954454736496,-48.57947331977643,19.06496,0.26199902665112096
255.44192898462612,-22.40511827208651,19.322351,0.6193322901063261
255.4470515517148,-22.40147680909075,19.752775,0.10564488045382256
255.44104256535883,-22.40588252422279,19.999132,-0.09742714097272596
255.4381248554648,-22.406819216738516,19.23232,-0.06708010012766713
255.44551052787045,-22.40019426341649,18.8928,0.6195376082058512
255.43234801037906,-22.407200807242152,19.82387,0.31229757536483643
230.2161066937297,-48.578870431015936,19.576817,0.8333442630394798
230.19178162381382,-48.58660878989229,18.004412,0.42715757576264385
230.18377024475268,-48.585343931677464,18.329414,0.05156363859363007
230.1815662060129,-48.58285696724228,18.25608,-0.7396297318169507
230.18928372042438,-48.57481009630129,18.355066,0.030826571161403936
230.18927090222724,-48.59275098150788,18.340693,0.21737051008189395
230.1857511639027,-48.575851342237094,18.744469,-0.2506698345156069
230.18657925883377,-48.58545407252819,19.507893,0.44179203326671973
230.18204098138062,-48.58049554187262,18.457806,0.44069463667923187
230.18529400520436,-48.5745809765987,19.539732,0.5882525249550914
230.18625750524524,-48.59035258137925,19.991842,1.3556625990547886
230.18906784994232,-48.589171441564815,19.84844,-0.6091239812681384
230.19520050222533,-48.58076461393218,18.937906,0.09467789946250228
228.2772295504951,-48.3060236432612,19.297369,1.195352420685994
228.27886495785003,-48.30453991250013,19.413391,0.19365484818546042
228.28601119123095,-48.30127706493978,19.828228,0.6841549775502556
228.28396703293902,-48.302044764856525,19.70237,0.6255963264324448
228.28110359772404,-48.30078528697536,19.624207,0.32433535469019026
228.26573396995752,-48.30049868868097,19.644476,0.04094863626551051
228.2811783061123,-48.2947731232896,19.312395,-0.33447245991962
228.27507651170282,-48.29198332254149,19.93252,0.8618036940517356
230.17936317289644,-48.58383872949545,19.132626,0.3944347554508989
230.18302672666888,-48.581007254115356,18.828201,0.32786573118242235
230.18728881795585,-48.5791026306418,19.070724,0.13866208338751318
230.18059366482336,-48.580565561460176,18.45676,0.6890608519183861
230.1783772235367,-48.57858322541064,19.644394,0.349958123009598
230.18832725789557,-48.573946185826124,19.189209,0.7049150486668259
230.18562100166358,-48.57170907681855,19.32458,0.47591996615799015
255.45371706277461,-22.407397428264943,19.159067,0.3909100051818145
255.44409519188227,-22.40662356256281,18.124739,0.3392450573677776
255.4462015551518,-22.40116022202149,16.162035,0.7484498239423938
255.44070056603456,-22.403456553066583,17.218233,0.1862703087762562
255.4352794214189,-22.406625832020566,18.610184,0.1643960562254223
230.1940477391584,-48.5864296822569,18.965378,0.37042035998045725
230.18516878710415,-48.58848667153783,16.30036,0.270587867394747
230.19705523096366,-48.579810790799684,16.056923,0.18181273665382516
230.1936670139314,-48.579005633235376,19.670698,0.8507880177338071
230.18552936462987,-48.58082410153171,15.831943,0.2800573540744832
230.1791110194466,-48.5816349842238,16.120512,0.05107514678766233
255.44682377556586,-22.396956656920207,19.655647,-0.1144734669513765
255.45668926393301,-22.397773285829476,12.141853,0.8018595235263443
255.4532271561798,-22.387992698324286,17.955332,0.7316674858357012
255.45542262697757,-22.40110770401147,19.094877,0.7207488194769917
255.4562659131855,-22.394302813767393,19.95185,1.2524813412404714
255.45036169445297,-22.39769817852745,19.44649,0.3889558141737187
255.45157085446627,-22.396523176758432,19.893953,0.6475796309265839
255.45390585421967,-22.394663461369383,19.736029,-0.888283294775037
255.4496243985359,-22.39676900080587,19.874672,-0.7778497252057074
255.4447479155904,-22.39814721742566,19.477085,0.6178162563325363
255.45465471335288,-22.3889397917935,19.779945,0.04734733195679762
255.4586265560453,-22.3979553947836,19.943092,0.26603123994204264
255.46069208514206,-22.395818398412572,19.966614,-0.08327986395043814
230.1853556565099,-48.57776885092577,17.569757,0.6526313825010095
230.19868959046312,-48.577609489015416,18.26826,0.19258528476896514
230.1910202322059,-48.565054565324374,18.538118,0.23739478565223016
230.19445816913992,-48.56766030592527,18.700098,0.052338818964533136
230.20528324316132,-48.567796524533414,19.01029,-0.13709432287761766
230.1975226533326,-48.56031651680717,17.462523,-1.741096046697448
230.20222928853795,-48.57708457001552,17.817429,0.43390965675627924
230.1960109290071,-48.562066938151034,17.80723,0.36258419124834057
230.2026547071171,-48.57819355768465,18.479654,-0.050896384000785236
230.20460536018277,-48.57399176537236,19.5491,-0.34216303208063786
230.20384352704778,-48.572196382523714,18.303827,0.7297429011986578
230.20117692413046,-48.572357050519805,19.537397,-0.10786345629470812
230.1984754131288,-48.572887273224396,19.985483,-3.1569365660097426
230.19173255038152,-48.57304822365656,19.63876,0.6449821442663586
230.19327509652402,-48.572492930211965,19.784307,1.0011535182310982
230.19701861583576,-48.56895601889274,19.05447,0.04810512827176271
230.19992405729266,-48.564825527016296,18.902082,-0.02322273094438699
230.20152697135578,-48.56393052502923,19.250088,2.2007252837276248
230.19505540104876,-48.565410915157734,18.119055,0.6712617887237656
230.1919359732531,-48.56553347931559,18.39599,0.2260858460409919
230.1980467243165,-48.56340150434008,19.228815,0.16325471092833704
230.1992352807371,-48.55928980964149,19.361546,0.1978097477015615
230.19977536752987,-48.57831310977831,19.982843,0.16788690386119953
255.45306253111613,-22.403127833825966,19.866663,0.13238895988600144
255.4454823650718,-22.396497687253515,19.953735,0.4173450537248063
230.20427467110306,-48.57205202189759,19.08456,0.8081119238745604
230.20308497912524,-48.56827301533799,18.710514,0.4268006721607598
230.2022810431269,-48.5627403868732,14.095397,0.9253919915124964
230.1996127993992,-48.56307679248573,19.436565,0.9725998587928635
230.192706725944,-48.56418990363976,17.183231,0.6554626133733434
228.27750672542334,-48.306548617853224,18.3992,0.12468530872819926
228.26914245752872,-48.29868647556932,17.89135,0.22230566561803392
254.65863298645883,-21.909148231988137,19.869387,1.072522120045471
230.20135476181605,-48.56165366284234,16.175386,1.621616337969088
230.19558900288465,-48.56075181111394,17.009743,0.3219072959678769
230.19869391594605,-48.57297930647476,19.865334,
230.21036307764845,-48.56964419224958,19.243176,-0.13010803831680406
230.14331718073703,-48.59122810405752,18.601006,0.21748443752569263
230.15673431955426,-48.5931498889611,18.889456,0.4132943499963388
230.14529060111298,-48.591152963553746,19.290184,-0.05098072304935474
230.1495704417292,-48.58549426504554,19.119287,-0.006505971728160217
230.1536455937085,-48.59572247782536,17.346544,0.5410495533547297
230.15137893517894,-48.58701050690799,19.576172,0.9237752699206117
230.14660805273346,-48.591242063824104,19.502457,-0.7245876036386966
230.1569316469789,-48.59865350574463,17.580503,0.6286624310867006
255.45690659182927,-22.402564281052108,18.573559,0.4776416455351106
255.45584259360544,-22.400359780419524,18.485899,0.18816882990400838
255.44926708783484,-22.39753079569617,19.785215,0.8849939191565356
255.44822497421652,-22.396477247332083,19.115616,0.04634246957368378
255.44565032291368,-22.398344405549523,17.77652,1.0976064791256694
255.45618637039973,-22.398502244681744,19.21434,0.8395709963786677
255.36789390189364,-22.46440960593256,18.202456,0.879649953780864
255.365574667453,-22.46456744958661,18.552912,0.08859414695537735
255.3706728036101,-22.463615073760927,19.546556,0.06200548534718845
255.37596150879648,-22.45764355721686,18.715342,0.15884418710054624
255.36673256734608,-22.452988968668375,19.392195,0.37840444950192337
255.364438796665,-22.452954368651984,19.543388,0.6383763852824939
230.1455253650065,-48.710205748875886,16.262037,0.4933288589971146
230.15127501279292,-48.60021226383313,19.843676,-0.1713266762739736
230.15567393746886,-48.595975386478194,19.233387,0.06250328961852081
230.16134357634985,-48.59277130244426,18.798876,
254.35142119879964,-22.09787871950558,18.458174,0.8833986236646677
230.1611107757288,-48.59322934608152,19.920311,0.8190895357362858
230.15587239087063,-48.594500193022384,19.462267,0.5496816420280854
254.35412628161032,-22.097665008062606,18.062803,0.36130418305888806
230.15502534712147,-48.591957072593615,18.907804,0.22969110488413902
254.3535056301065,-22.095077966556996,18.500656,2.260196054112984E-4
230.15051798766237,-48.582706436041896,19.63452,-0.10989752167593134
228.4873270472756,-49.01485805626957,19.828184,0.9728926306152544
228.48762117658157,-49.01323617378629,19.876152,1.070328451680096
228.48449257661562,-49.01398376699874,18.940094,1.2880082598718734
228.49036236298542,-49.0112200816169,19.195116,-0.5638262997981058
228.48863062480066,-49.01114756494352,19.77366,0.8237579223592315
228.49531796219483,-49.00840222466618,19.794304,-0.03465550399877838
228.47845405075802,-49.01219680668888,19.218258,0.3599169723731332
228.49437924773218,-49.00697870004397,19.294586,-0.08815335701945776
228.47638738326359,-49.01133559604952,18.567678,0.23446815978642094
228.48026955892394,-49.009192891472345,19.53767,
228.47953235584254,-49.00912471374171,17.411741,0.5805607916237678
228.4918660999382,-49.00499892593547,19.197645,0.5875255968554081
255.36040710765639,-22.45951148112062,19.039167,1.6373055588364713
255.36031331903894,-22.454079782531437,16.975721,0.9264580155165366
255.3752049813284,-22.458607928920188,19.017078,0.11314553918845346
255.36592114590943,-22.465524794160803,19.92594,0.38877666024043334
255.36958950889186,-22.460433325762214,19.971107,0.5514811646147039
255.3648631558577,-22.46157512119722,19.555906,0.2984514859381996
255.37003429892977,-22.457144507711263,19.940462,-0.3046493927172913
255.3647870573959,-22.459346576424036,19.835413,0.8644294152297451
255.359442743608,-22.460637404481027,19.647995,0.3947567378654129
255.36173292659097,-22.45863199366301,18.57913,-0.0765408966262893
255.35854554804004,-22.456151090849374,19.969757,0.5558863632333955
230.14207612222128,-48.72520146417875,19.683115,0.3400287060902148
230.1392598462261,-48.72544768699523,19.485916,0.5830226650507386
230.1434573639696,-48.71705136695365,18.864788,0.14439034243036947
254.85137126851834,-22.6531957808418,17.758408,0.2829871059050431
254.85071481003052,-22.649844485015578,14.65938,1.2642441625149023
254.81991959246113,-22.65154880106042,19.895575,0.5115464659623065
254.8352647313134,-22.649319965046555,19.293741,-0.43698480128611755
254.82815981920635,-22.647900582840826,18.972794,0.8429060047851014
254.82749096866777,-22.641074063160094,19.178553,0.11689503173281733
254.83261268599193,-22.653092610617655,19.735466,0.6429730324328681
228.27582339934034,-48.29377353934908,17.126137,0.17034110137303374
228.33270917973536,-48.328338838371664,18.68242,0.2847762127612885
228.33011333036026,-48.32301338836437,18.78038,0.07504567215806923
228.32699172313647,-48.324731559909004,19.144733,-4.462678853698089
228.32885529553567,-48.32293581284547,18.92142,0.11874615453897792
228.33384039430763,-48.33114744725716,19.397224,0.3083514526118327
228.32607234446166,-48.33004903571477,18.937714,0.09692033354577843
228.3350071665129,-48.327617454305646,19.236895,0.38172271884460457
228.32848033446456,-48.32900967422313,18.944294,0.044427948709973755
228.3254699749344,-48.32867335118092,18.99876,0.40624388495115765
228.33184649773878,-48.32475166992434,18.593876,0.19348306429980558
227.12160116002133,-49.43759498664071,17.684233,0.38358612648250207
227.12435520145857,-49.457188229232756,18.48579,0.45024967221958256
227.12166995006103,-49.45046765933373,18.863504,0.2056753962920332
227.12993165234553,-49.44794353400488,19.925503,1.6963838278050367
227.12155186240298,-49.44265843400192,15.827649,0.4223905562251194
227.12175329439472,-49.44107695445317,18.36148,0.43312991781107324
227.1194057375431,-49.440401858264096,18.633327,0.4632970132033037
254.75148292290572,-22.677258561155135,19.19525,1.0355784851674383
254.65853158223015,-21.916795481199664,19.977192,0.04284058249335639
254.66036745165096,-21.919491021796436,13.872685,1.4793074587032107
265.26490138171175,-59.912269074116075,16.450802,0.787194161512047
265.2415947255842,-59.90202796932097,16.064844,0.4845692400368484
265.241628906963,-59.89767749607304,19.55522,0.4705868690573404
265.2074413031697,-59.93034191050093,19.13972,-0.11465043458455637
265.219820414022,-59.92728533162927,18.376104,0.3808582724309148
265.2097549872528,-59.92112561100607,18.23265,0.11563063508111282
265.20280509201336,-59.92139854687671,16.830236,0.3981165695665116
265.2065643830558,-59.92231013227176,18.468124,0.6318875593329291
265.1991410154936,-59.92041461823284,19.487146,0.30219533024035755
265.2024163667412,-59.92611121328667,19.715248,0.1934098812469478
262.5087643272784,-59.99386276443361,18.722853,0.5069626777830611
262.48836842800984,-59.974933277472964,17.437735,0.6304668055339843
262.48869616837413,-59.97617637908522,17.946188,0.41627955796102434
262.50331784050337,-59.985715005962334,17.246935,0.16109312973898499
262.5055742907654,-59.9929704504537,19.750143,-0.0358340642159883
254.35149345269747,-22.0947474720444,18.31104,0.46211352679220163
254.34546877528746,-22.09390398487066,18.799238,0.25904176630001674
254.35143988140027,-22.09294503163499,18.956686,-0.045227522591291536
254.34956343748522,-22.09301293823958,18.776558,0.31573101196334186
254.36134801777928,-22.09173527815764,18.479933,0.33317595783083237
254.35570234736613,-22.086093283022198,18.192757,-0.11339699467459656
254.35927425837136,-22.09606886525941,19.673426,0.1726289267951498
254.35003244266758,-22.090427905485726,18.95506,-0.018259430026112432
254.3555206660323,-22.10469385736893,19.20325,0.29756255787025576
254.35648008624034,-22.101370028009953,19.718878,0.07070654601322635
227.84606059091334,-49.901197866792266,14.74796,0.21944501330555083
227.83728404820522,-49.90185186049709,18.879679,0.6507598771493835
227.8346924477563,-49.900168795694945,18.937643,1.5157250529416286
227.8416648994539,-49.8977460214427,19.760494,0.3432975723485274
227.83443121012075,-49.89859835330363,19.948473,0.3428716849707035
227.84253311375724,-49.89347770388401,18.20711,-0.11998499398350203
227.834293031859,-49.89459418409314,17.378847,0.1256523296897024
227.83886398553392,-49.89173238369182,12.817884,2.691357481166809
227.83432815895088,-49.89221330857465,17.66137,0.09530900989434153
227.8446161957152,-49.88906428592533,18.289953,0.1454212871111872
227.84704761343514,-49.884949344335986,18.347998,0.1554745760667293
227.85210912651638,-49.88293457772575,17.676077,-0.04181148083724462
227.86180614733897,-49.88314573092695,19.669874,0.2379525293299136
230.15062673780776,-48.60080884712707,16.835398,0.942273180231124
230.15753881998708,-48.59808842770432,16.956,0.558546371666889
230.14507380090276,-48.598152062503466,15.40029,0.06345500943390638
230.16126737364272,-48.5925694198229,15.7885,0.24712703553678333
