designation,source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
Gaia DR3 2013054474482849152,2013054474482849152,358.588839236813,62.7577749655235,0.26824819146354884,-4.122080059360729,-0.8917644452898879,0.98370653,17.883345,1.428215,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,5553.5903,4.724,-3.8707,1352.3667,1.4005,1.1143,0.6209
Gaia DR3 2013054474482849920,2013054474482849920,358.56242713758223,62.75153922376305,0.46267196623123696,-0.7640919921865289,-1.8422120472168089,0.9949954,20.06861,1.8040676,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2013054474482850048,2013054474482850048,358.56846496430467,62.75269617371402,0.4356592713663269,2.207251364231597,-1.7948205677889097,1.0555989,16.327154,1.4560995,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,6339.7036,4.1632,-1.2078,1530.6208,1.9253,1.5591,0.8617
Gaia DR3 2013054474482851840,2013054474482851840,358.55892754393176,62.74844249300397,0.7451041205498796,-1.3450036816163777,1.0908224309371215,1.989179,19.185001,1.6013947,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2013054504531942656,2013054504531942656,358.59476139614776,62.759695304549865,1.3569196982429397,-1.0518990552572507,-2.3187056483831623,1.164561,20.267273,1.8986282,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2013054504531974784,2013054504531974784,358.6048050122918,62.764387341681,0.3980455753025358,-0.37905738725125626,-0.8081011457484356,0.9960134,18.521465,1.6452885,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4779.5586,4.9009,-2.4154,1000.2141,1.2764,0.9708,0.533
Gaia DR3 2013054504532017664,2013054504532017664,358.61399275542936,62.77041489448159,-0.532420747613748,0.04331368065962053,-0.862263918042089,1.1810738,19.559265,2.1701698,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2013054504532020096,2013054504532020096,358.60752582161325,62.770337969035786,-0.011710942926449142,-1.8067773668727536,-0.9395146931189787,0.99600476,18.733217,1.7548332,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4745.9478,4.9056,-2.6147,1003.713,1.5222,1.1454,0.631
Gaia DR3 2013054504534847616,2013054504534847616,358.5958882303978,62.757787724143235,1.0851125647132829,-3.84207078276024,0.5357245721512113,1.0647889,20.58628,1.870512,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2013054504540207616,2013054504540207616,358.61573275653296,62.76456193365372,-1.0470271234010118,-2.16035128523184,0.7052726698085721,1.0985047,20.029587,1.6554203,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2013054504540214016,2013054504540214016,358.6188258958218,62.76566573149969,0.006493509997785758,-0.6881127938896419,-0.6014014199660491,1.0186257,19.196903,2.0364895,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2013054508834302208,2013054508834302208,358.61362399313714,62.76967333186155,-0.1282789620351816,-2.5893039265681272,-1.4160515478641948,1.0026822,18.937561,1.5556736,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4370.5522,5.0449,-2.4412,774.3903,0.6491,0.4852,0.2643
Gaia DR3 2013054508834303104,2013054508834303104,358.6279033280381,62.7725363347048,-0.08712337529451429,-1.9428156307730788,-1.0909113673421735,1.0539179,19.842724,1.7107048,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2013054508834303232,2013054508834303232,358.60351803107613,62.76731417991763,0.2618978589794072,-0.6206556964627561,-1.2191789032488836,1.0426297,20.342384,1.5907593,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653582362226630656,6653582362226630656,273.9066676385505,-53.692730094290106,0.47320711456865167,-2.6052497215712624,-6.674115968496379,0.920323,18.29941,1.1424618,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4719.659,4.8342,-1.488,1512.5706,0.0104,0.0082,0.0045
Gaia DR3 6653582362226630784,6653582362226630784,273.8982880206662,-53.692865829397206,0.36482667038299293,-6.797571737553367,-14.485881303082841,1.0002755,19.810247,0.85061646,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653582362226633600,6653582362226633600,273.9073828179317,-53.68921492231747,-0.05892846994429574,-0.3934139016044646,-6.091431690754577,1.0472265,19.220207,1.367836,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653582362226634496,6653582362226634496,273.9021087572012,-53.69058233314743,0.16062685080095668,0.2256994134666022,-6.236446716907326,1.0740845,19.721014,1.3864269,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653582362226639872,6653582362226639872,273.91078956074557,-53.68480209395332,1.0598696960429903,-21.75219739513885,8.977410367419846,0.965498,16.321487,1.2044582,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4669.0454,4.197,-0.7838,1476.609,0.1064,0.0835,0.0449
Gaia DR3 6653582366517245440,6653582366517245440,273.89519782994074,-53.69577518843078,0.2363942322159018,1.2741968895530622,-5.701926300852893,1.0173488,19.509214,1.706625,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653582366517252608,6653582366517252608,273.88746416558047,-53.693165015858064,0.11571538262930316,-0.8464063727240934,-3.586140535954444,1.0398964,18.111067,0.9077587,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,5306.6577,4.7635,-1.5868,2136.0496,0.0096,0.0079,0.0043
Gaia DR3 6653582366517794432,6653582366517794432,273.90157096519613,-53.690169589509324,1.455382263337733,-0.6500846177422002,-26.748222544391894,0.98806506,20.777712,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653582366517795328,6653582366517795328,273.888254683796,-53.700060206378005,,,,,20.717442,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653582366517795456,6653582366517795456,273.88782725238644,-53.700133079291625,0.5927165683408999,-2.573811990589218,-2.7039302641755922,1.2147999,18.241444,0.9007759,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,5364.1543,4.7424,-1.8324,2366.228,0.0104,0.0086,0.0047
Gaia DR3 6653582366517795584,6653582366517795584,273.8887262944805,-53.69935221692321,0.33623205587193783,4.0639676096186985,-4.730571827648841,0.95440817,19.84504,1.7235298,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653582366519309824,6653582366519309824,273.8993419923361,-53.6898519464573,,,,,20.809986,1.546051,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653582366519312128,6653582366519312128,273.8966834172455,-53.68895201046821,-0.7763573228426979,1.3076879688380916,-11.022970370366608,1.0970844,20.799616,1.6509228,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653582366519842176,6653582366519842176,273.90888994106734,-53.68918481422385,-0.3956275356804545,-3.2043736550152637,-8.961414343674726,1.1892557,20.51542,1.1724186,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653582366521951744,6653582366521951744,273.895877956391,-53.697175562518225,0.21288287157274458,0.8631970968674225,-12.425981144959758,1.0367783,14.195289,1.2645578,-59.16122,NOT_AVAILABLE,0,true,true,false,false,false,true,true,4923.3315,3.1731,-0.1282,2223.1372,0.4456,0.3501,0.1855
Gaia DR3 2251724741955337728,2251724741955337728,301.60874385273456,71.89635167946317,0.3219379483480614,-0.5269564693234743,-1.9292636117910014,1.1665654,18.123028,1.22402,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4461.6807,4.6495,-2.5331,1217.3557,0.0673,0.0519,0.0283
Gaia DR3 2251724772017900800,2251724772017900800,301.5350946707705,71.86639828913509,-0.012760887216622309,-3.9035651036064944,-1.1227217841032346,0.9621069,18.91373,1.3305168,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4273.2686,5.0245,-1.8272,992.7813,0.0096,0.0073,0.0039
Gaia DR3 2251724772017903232,2251724772017903232,301.5097596377959,71.8706256357981,1.3274730286298395,4.804234273886956,9.030336703805522,1.03482,18.480927,1.9564381,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3719.476,4.877,-0.6672,603.8672,0.5042,0.3524,0.1943
Gaia DR3 2251724806377640704,2251724806377640704,301.53062465024254,71.86928809098067,0.20571989908534621,0.6622437456571668,-4.506232852863733,1.1130972,19.508335,1.6838913,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2251724806377645696,2251724806377645696,301.54078726008424,71.87498808833016,0.14277383633040813,-1.086609260132422,-2.059153851903072,1.0689056,18.908182,1.2807827,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4503.092,4.8964,-1.6197,1573.5267,0.0079,0.0061,0.0033
Gaia DR3 2251724806377648256,2251724806377648256,301.5324969628717,71.87787247649891,0.6009796382210587,-1.4902669285828058,-2.6437537795216457,0.99560565,20.38593,0.86253166,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2251724806377744256,2251724806377744256,301.51964209887194,71.88731821757533,1.8414667275974543,4.3573653657719715,-13.657747696761717,1.1271467,18.702417,2.30933,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3381.8162,4.613,-1.1602,381.0561,0.4101,0.2726,0.1633
Gaia DR3 2251724810673320320,2251724810673320320,301.52460060786086,71.88005493768526,0.3548883567816047,-2.986711721471602,1.0179893969597744,0.99773324,20.718836,1.6797237,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2251724810674811648,2251724810674811648,301.51650405054335,71.8881233011841,0.8126706649316129,-0.19013977146397276,4.558881454728232,3.486787,15.062881,1.1736765,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,6208.8364,4.3837,-1.4267,769.4855,1.1348,0.9379,0.5162
Gaia DR3 2251724845034548480,2251724845034548480,301.4585484516174,71.88001958931588,1.5764163389769374,-5.15674889838405,2.4220855595945596,1.0648031,18.3087,2.4218407,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3604.236,4.5868,-0.5899,627.5932,0.8747,0.5884,0.3487
Gaia DR3 2251724875097131392,2251724875097131392,301.49871404183847,71.88737354214832,0.8254626787344639,-3.978730791693861,0.4024827812807636,0.99418896,19.546644,1.9757957,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2251724879391804160,2251724879391804160,301.49136582992486,71.89517263003616,-0.19668370577989905,-6.5916026858178505,-4.800111179173918,1.0733057,19.548256,1.7378864,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2251724879391806720,2251724879391806720,301.5156746057256,71.8881087118411,0.6255996784880808,-0.4110464607865749,3.9389992660991013,1.0886058,17.133377,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2251724879392789120,2251724879392789120,301.4838813293729,71.89266480580257,1.262706256939286,1.7330266172768365,0.6499833840463706,0.9806772,20.596092,1.7844429,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6654089855561686784,6654089855561686784,277.73827225497456,-53.927796576183184,-0.029150916999051257,-0.15575360027858565,-8.932449159223179,1.0261437,17.132616,0.75177765,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5900.4966,4.6593,-1.3004,2095.8035,0.0274,0.0233,0.0128
Gaia DR3 6654089855561686912,6654089855561686912,277.7396728773561,-53.926911780519696,2.1859134638894813,-26.673067953446967,-25.342753507210652,0.9798797,17.769733,2.1749096,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3552.2869,4.4368,-1.0754,456.5115,0.5189,0.3536,0.2056
Gaia DR3 6654089859852100736,6654089859852100736,277.7499798795864,-53.92089752396065,1.4291962422649267,4.768581630522203,-27.743090711259807,0.9795796,20.191307,2.1519108,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6654089859852101120,6654089859852101120,277.740606355639,-53.929048157144756,0.3576251707167677,-0.5918380382506305,-11.933809487174914,1.0618559,18.23822,0.82513237,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,5572.4487,4.755,-3.0524,2638.7683,0.0046,0.0039,0.0021
Gaia DR3 6654089859852102016,6654089859852102016,277.7396273621712,-53.92815074979404,0.3131926876323544,0.7910299558464063,1.2560712941782501,0.9958354,20.327187,1.4359303,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6654089859852103296,6654089859852103296,277.7450319687697,-53.92115545286032,0.5609596245490861,-8.22541615296496,-21.828566744859028,1.0208371,18.984621,1.0950012,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6654089859852104704,6654089859852104704,277.74289280159365,-53.920738805233476,0.23089208641094913,1.1659543533432424,-5.45435407259504,1.0009243,18.734884,1.0770397,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4949.0044,4.7939,-1.3171,2318.9385,0.0049,0.0039,0.0021
Gaia DR3 6654089859854152960,6654089859854152960,277.75163704927206,-53.91737017458879,0.5795807048384177,-2.1846746538218875,-2.308368068872871,0.8991097,20.815596,1.8260422,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6654089859854154752,6654089859854154752,277.7348100221418,-53.921803998235035,0.13387119867828673,-4.865321724853383,-13.397468866268872,0.9955047,20.544638,1.0641499,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6654089859854696832,6654089859854696832,277.74658336865474,-53.91967044037628,0.12864248729220845,5.232601776963974,6.053576561834637,1.1059195,20.59847,2.2022343,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6654089859855717632,6654089859855717632,277.7548373559956,-53.91692599113246,0.12687762716246626,-1.8173028239776412,-7.590111053761373,0.99591964,14.787871,1.20261,162.84277,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5220.458,3.1898,-0.0406,4086.3674,0.5474,0.4367,0.2321
Gaia DR3 6654089859855719168,6654089859855719168,277.74432994748025,-53.921622786663484,1.878706422196423,-3.507363065632277,-4.715042805282021,1.0091665,16.954718,1.9934139,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4176.928,4.552,0.307,658.4513,1.0535,0.7468,0.4101
Gaia DR3 6654089859855719296,6654089859855719296,277.7401145347687,-53.92506769887631,3.1560594680803535,-0.6510462784521964,-13.429614190492728,1.0223125,15.676665,2.0462332,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3769.75,4.3839,-0.788,314.3308,0.5959,0.4156,0.2344
Gaia DR3 6654089889917219200,6654089889917219200,277.7928273658886,-53.934903122775886,-0.11120840361258276,-0.9794494139700141,-7.0807899619409636,0.8951319,17.846987,0.9615097,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,5172.5854,4.7338,-1.4956,1830.8806,0.004,0.0032,0.0018
Gaia DR3 6653782954379219456,6653782954379219456,276.6920135798782,-52.26196410651408,0.45138595386023683,-5.979850517347448,0.4356729649546429,1.8412772,18.831758,1.2567081,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653782954379221632,6653782954379221632,276.6906165542546,-52.26011208556242,0.2996007637432899,0.046904961431469924,-0.7552695384716819,1.1000301,18.868597,1.099863,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4851.6074,4.8316,-1.5544,2140.6052,0.003,0.0024,0.0013
Gaia DR3 6653782954379233408,6653782954379233408,276.7105473186532,-52.25203024649274,0.3878055846600799,0.09184241575327867,-3.853584714154657,1.1040252,19.357597,1.3341599,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653782954379236352,6653782954379236352,276.70662542627383,-52.25029547507164,1.2565721007170936,1.4581609797437713,-12.938535158738853,1.0704087,18.3678,2.1066475,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3808.9922,4.3859,-0.2625,1290.5973,0.5912,0.4096,0.233
Gaia DR3 6653782954379236480,6653782954379236480,276.7044843837351,-52.2506030563601,0.04295688864222156,10.303747749559337,-9.147313284383659E-4,1.0377657,18.712126,1.285038,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4439.6807,4.8631,-1.4001,1462.9567,0.0046,0.0035,0.0019
Gaia DR3 6653782954379541120,6653782954379541120,276.70444573872504,-52.25961513309578,0.6436060221207116,5.978226450133505,-5.137999530312218,1.0282652,20.270754,1.947876,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653782954379598848,6653782954379598848,276.7075222434998,-52.258813311554775,-0.3345149078713265,-1.8539306209301833,-4.202004101530268,1.0275136,20.54656,1.0098305,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653782954379717760,6653782954379717760,276.70176319961945,-52.262651992746434,0.5073071331296216,5.618838827220765,-0.7405118246602964,0.971374,19.94558,2.3075523,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653782958671420288,6653782958671420288,276.7071425620035,-52.256954105880894,-0.37169427639774155,-3.757299589065314,-3.8741651475728345,1.0052296,20.528782,1.3451538,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653782988738963712,6653782988738963712,276.72337541531056,-52.260096324903955,0.2819341345819816,6.149072695866765,-6.964504727587299,1.0259441,16.694252,0.87768173,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5417.4233,4.6428,-0.9893,1383.6097,0.0288,0.0239,0.0129
Gaia DR3 6653782988738967424,6653782988738967424,276.7285007826491,-52.25625730876807,0.4307028876140793,4.2439404911529985,-1.9402199816840597,0.9869823,18.001368,0.8575115,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,5416.6206,4.7447,-1.4841,2272.4429,0.0048,0.004,0.0022
Gaia DR3 6653782988739279744,6653782988739279744,276.71780739791785,-52.25870492389017,1.740128150127878,3.8407655337809405,-8.403319032492663,0.9629344,19.793978,2.1981926,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653782988739280512,6653782988739280512,276.7280471363984,-52.25437978182686,1.7923777371360121,2.0680374392483962,-2.304664548164934,0.98314637,20.492002,1.6259499,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653782988739281792,6653782988739281792,276.73483522404797,-52.24910635880137,-0.17104450737815918,-7.686726521529525,-9.457230158121043,1.079418,19.909044,0.8721943,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2252881492610345472,2252881492610345472,285.58755273893945,64.33930373759031,0.4563342128658655,3.6865101555281456,-17.053877921110725,0.8827602,20.332695,1.5852642,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2252881496906930176,2252881496906930176,285.57127561154834,64.33472928833602,0.31172079509557316,-4.805730687822496,-5.890298993376351,1.0765072,17.721258,0.9328728,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,5252.8223,4.6699,-0.8017,2083.744,0.0083,0.0068,0.0037
Gaia DR3 2252881496906930816,2252881496906930816,285.5843334799441,64.33519150313934,0.13375816944195792,-2.759245360057644,-3.652552836777665,1.0712094,13.620251,1.5195007,-140.54144,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,
