designation,source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
Gaia DR3 6654089924276838912,6654089924276838912,277.8052294673835,-53.93885951218236,0.42382164087491747,4.879069577223828,-6.299660225540954,0.9339894,19.909851,1.7646446,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6654089924276839296,6654089924276839296,277.80053498856614,-53.93663455255682,-0.44190888869400285,-0.6286230678376592,-8.471993854344223,1.0396693,20.203266,1.5347137,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6654089924276841472,6654089924276841472,277.8160564625634,-53.92750426874519,0.9396326705454426,1.8328206807687137,-5.628974477911733,0.97443753,19.863237,2.217247,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6654089924276956928,6654089924276956928,277.8022035628953,-53.93296666075202,0.46683337426357535,-6.698830084392764,-6.657262493442415,0.9614748,20.001661,2.076664,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6654089928574543872,6654089928574543872,277.82014873505113,-53.93133359070007,0.5482599429568666,-0.8138609672703017,-10.132071178927756,1.0434383,20.77284,1.9451847,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6654089928574691456,6654089928574691456,277.8221313935176,-53.92679255979916,0.15455603147105984,3.923600012258521,-8.259616444290543,1.0684389,20.791664,2.8797207,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6654089928576022784,6654089928576022784,277.80396472697396,-53.92914014455271,0.4602383852732531,-11.834306828506612,-1.4390631694183014,1.0659398,20.4426,1.9694767,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6654089958636316032,6654089958636316032,277.79197893430245,-53.92786638840772,0.014230922471202025,-0.9942482623001557,-3.048561931204607,0.9608991,17.897835,1.1686783,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4684.658,4.7896,-1.1913,1311.7656,0.0526,0.0413,0.0222
Gaia DR3 4053171842828943488,4053171842828943488,275.3301334174495,-25.493458504245584,0.003102067057853676,0.8681507159771136,-6.156132463645402,0.972153,19.051743,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2254171597705899520,2254171597705899520,289.03966292908143,64.56571690491265,0.25810187661869005,-2.6564316190073436,-0.8495932672952613,0.9594097,18.019367,1.1169567,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4724.255,4.7792,-1.8284,1379.5846,0.0052,0.0041,0.0022
Gaia DR3 2254171602003569792,2254171602003569792,289.03171022265894,64.56140147630092,,,,,20.808464,0.5849514,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2254171602004833152,2254171602004833152,289.0459810535967,64.56160559680946,0.3286813180470787,-0.7281141986660562,5.382167099878774,1.0050865,19.329222,0.99827576,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2254171602005555072,2254171602005555072,289.05605851772305,64.55429833460697,,,,,20.514908,1.5744667,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2254171632065636480,2254171632065636480,289.06376573967555,64.56412511223635,0.4060662823941895,-2.20415655578682,-0.04019223476687418,0.9310942,18.84215,0.7768955,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,5780.8535,4.7395,-2.4109,3939.9995,0.0029,0.0025,0.0013
Gaia DR3 2254171632065643136,2254171632065643136,289.0667370117049,64.57071721826065,0.1336460844867198,-0.6707723252081854,-2.4188367441822196,1.0378017,18.315409,0.8559818,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,5543.873,4.6737,-0.9141,3145.5813,0.0129,0.0108,0.0058
Gaia DR3 2254171632065645056,2254171632065645056,289.049171774266,64.57403165898221,-0.25291547365095074,-2.435810351998465,0.9978270860482106,1.0983771,19.902174,1.2900925,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2254171666425383040,2254171666425383040,289.01895661247914,64.57349655998188,0.35856171734610176,-3.101125280017313,-5.1056929009547645,0.94489557,17.926313,1.2689247,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4505.2705,4.6718,-0.8517,1422.0021,0.0109,0.0084,0.0045
Gaia DR3 2254171666425387264,2254171666425387264,289.0036519178895,64.57940646817609,-0.09744396643330062,-1.4864423244353775,-4.597106083730914,0.9589525,19.648003,1.4947433,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2254171670723045632,2254171670723045632,289.0234737565193,64.56322489737754,,,,,20.885185,0.9867077,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2254171670724309632,2254171670724309632,289.02155974346726,64.56782660838658,0.5526932794742567,-2.425845590795068,-5.102260073525112,1.0374802,17.539648,1.1923962,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4650.8564,4.7319,-0.8037,1241.6567,0.0075,0.0059,0.0031
Gaia DR3 2254171705081526400,2254171705081526400,289.03628746692704,64.5774148133592,0.739295075338729,-1.0978518452174282,-0.5330618412056688,1.015382,20.527397,1.4876995,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2254171705082786560,2254171705082786560,289.026282721087,64.58352804468434,,,,,20.891132,3.8632107,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2254171705082787456,2254171705082787456,289.035552673855,64.58814316304023,-3.0341038201060218,-3.5244836697138133,-2.09848119778215,1.0770178,20.819666,1.4367371,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2254171705083334400,2254171705083334400,289.01356127164615,64.58300064843078,,,,,20.840738,1.0518913,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 4071758537141007616,4071758537141007616,281.1793626815587,-27.953319665081235,2.6477306125683295,-1.2721958531696376,-3.476531775110938,0.99010885,20.382883,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2252881630048575104,2252881630048575104,285.598482475378,64.35478186271091,0.6339937707123569,-5.034272109958598,-10.523638811708974,1.0576257,17.698648,1.7197533,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4267.8975,4.6493,0.0194,973.806,0.5896,0.4322,0.2302
Gaia DR3 2252881634345882880,2252881634345882880,285.59011297968397,64.36284153535132,0.3872856647038878,-3.1251936553318127,0.5504214661195951,0.98892665,18.573065,1.6735306,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4207.267,4.5229,0.0541,1843.3057,0.378,0.2771,0.1483
Gaia DR3 2252881634345883264,2252881634345883264,285.5943101801016,64.36539649895464,0.8884724448119208,-1.0977795050990549,6.101148018022583,0.976188,14.338732,0.90053844,-41.812748,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5523.944,4.0047,-0.171,1192.3895,0.0077,0.0063,0.0034
Gaia DR3 2252881634345883520,2252881634345883520,285.5993282173783,64.36205096825586,2.516759291066769,-5.984306829065579,25.95405219328483,0.9689539,14.991027,1.5289268,-26.80635,NOT_AVAILABLE,0,true,true,false,false,false,true,true,4524.4194,4.6002,0.7044,404.9969,0.4118,0.3086,0.1617
Gaia DR3 2252881634346843136,2252881634346843136,285.5897057261723,64.35797546902738,0.39561876189491135,5.329283756949193,-2.004274419771941,1.0792406,19.983799,1.5293598,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2252881698768074496,2252881698768074496,285.55151319325165,64.37203941704459,0.16340114853416954,-1.0854317515053913,-3.5151323058194914,1.0781333,20.1218,1.2748222,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2252881703065356544,2252881703065356544,285.5581475450648,64.3777495929919,0.42499584367848725,-1.868734001096817,-1.7031549572420461,1.013251,19.883684,0.70506096,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2252881737425149696,2252881737425149696,286.04442622620826,64.21089312955021,0.569847579659785,-4.147673621922915,-1.9298387879133245,0.9830241,19.512743,1.2756367,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2252881737426079232,2252881737426079232,286.04177148237983,64.20938589737517,0.7728238173768791,-6.629963900534978,-2.98954589236632,0.95606667,16.338722,1.1677074,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4945.414,4.6128,0.3112,1096.4178,0.1556,0.1228,0.0643
Gaia DR3 2252881767487334656,2252881767487334656,286.0673472116069,64.21672141143668,0.7102803258269512,5.870423906256059,67.65838726451933,0.9577324,19.231207,1.8003407,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2252881767487336832,2252881767487336832,286.07016690577,64.21770229142541,1.3962246912763754,-12.935861966462193,-22.860596573522542,0.9345303,19.498495,2.6316833,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2252881771784887680,2252881771784887680,286.0501468949623,64.22844914923283,0.47194134382046526,-2.370999706435123,-7.78259514686004,0.9498966,16.79788,1.0163269,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5088.647,4.6227,-0.4886,1333.523,0.0257,0.0207,0.0111
Gaia DR3 2252881771784888576,2252881771784888576,286.0686204937274,64.22475250587898,,,,,20.849607,1.5895596,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2252881801847083392,2252881801847083392,286.02408698116733,64.22356643959282,0.5529404835190245,-2.885630305412703,-2.157611942421549,0.9630022,19.710224,0.94791794,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653328791648970624,6653328791648970624,270.7295151730268,-54.063242513877434,-0.23999233328530933,0.3673433288806949,-2.558952018943896,0.99361014,19.845606,1.0589428,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653328791650124544,6653328791650124544,270.72998999985447,-54.061940296704755,0.23817248611956676,-0.187352353967686,1.6665988186364147,1.0285985,20.126038,1.3696156,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653328791650126208,6653328791650126208,270.7413291613647,-54.055050963476724,1.6358021875605624,6.102515773112382,-6.194104019387979,0.9566394,20.273733,2.603035,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653328791650127488,6653328791650127488,270.7319952847622,-54.05726771013543,0.22651258603794733,-3.0413989775440244,-8.140504452181963,1.051875,20.100502,0.9994488,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653328791650524544,6653328791650524544,270.73420220356576,-54.055816378312166,2.5126691263744267,0.6759441669777669,-6.014866194536882,0.9978322,20.521208,1.7796917,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653328791650931712,6653328791650931712,270.7441632949504,-54.05433951886518,0.49057221260502804,9.499346730217278,-9.21425775398295,1.1371081,20.755997,2.2494106,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653328791653165824,6653328791653165824,270.7392292086113,-54.05922677053921,,,,,20.970362,0.95856476,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653328791655315840,6653328791655315840,270.7494268764188,-54.05457029109535,0.4292004667538209,-2.7763549659381224,-5.113087024143901,0.9594828,17.572395,1.143198,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,
Gaia DR3 6653328791655318016,6653328791655318016,270.73576062493066,-54.05304834449734,0.13616823258475216,1.6529361650190981,-0.9711030344462901,1.0781487,17.181936,1.1677685,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4868.0874,4.7671,-1.2577,1041.6152,0.1819,0.1443,0.0777
Gaia DR3 6653328791655365248,6653328791655365248,270.73544495497424,-54.05240177321571,,,,,20.726246,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653328791657086208,6653328791657086208,270.7375659928565,-54.0557203257512,0.7588995048201899,-1.8878510540767501,-7.186889233932169,0.97478324,19.523863,0.7680912,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6653328791657086464,6653328791657086464,270.73684996107386,-54.05087397505624,0.18312592066733455,-0.2986875431804506,0.8642556230837373,0.93750304,18.80763,1.2746334,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4555.8066,4.8556,-1.4286,1680.1,0.006,0.0046,0.0025
Gaia DR3 6653328821715744640,6653328821715744640,270.70407786457776,-54.0564725054009,0.7295864711895019,-0.021631730385653233,-2.1703576376379794,0.9339998,18.28866,1.8435574,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3910.7656,4.7995,-1.103,696.7148,0.3892,0.2789,0.1519
Gaia DR3 6653328821715762816,6653328821715762816,270.72473092575166,-54.05200991691197,-0.20439301336905488,-3.2859580477971417,-4.195759021515921,1.3943735,17.467218,1.0946465,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4969.467,4.79,-1.7204,1092.7854,0.3045,0.2434,0.1324
Gaia DR3 6653328821715770624,6653328821715770624,270.7264197098903,-54.049650154682965,2.957475645452633,2.2490216071121747,-3.8721046788809175,2.3975964,18.750246,1.252346,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012516916363116416,2012516916363116416,354.2971342754274,61.409154421602295,1.2622202449329845,-1.4660827635849476,-0.6087069668316525,1.0115311,20.52995,1.874176,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012516916363122048,2012516916363122048,354.31665362696833,61.41571906658178,-0.3076675600557849,-2.0498479031179655,-0.5556127356393183,0.99584484,20.20723,2.0202236,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012516916364481664,2012516916364481664,354.29644385541604,61.41169025177864,,,,,20.948963,1.9146137,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012516916364483584,2012516916364483584,354.3230476655886,61.41608324645753,,,,,20.940834,1.0407219,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012516916364643072,2012516916364643072,354.3233204898936,61.417626515805686,0.3492004158990539,-0.5490765549619337,-0.35157947670045714,1.0729175,20.77549,1.9517612,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012516916365341184,2012516916365341184,354.30355311943777,61.415793124280476,,,,,21.066273,0.54712486,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012516916367529728,2012516916367529728,354.31026039277424,61.41500430926742,0.2708654836375063,-1.9267071406746539,-0.6529528812220464,1.0180126,18.655603,1.9604816,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,4497.531,4.5394,-2.196,937.7913,2.1555,1.5632,0.8617
Gaia DR3 2012516916367530496,2012516916367530496,354.3132340644417,61.414035779989646,0.27356963021416714,-1.6875698344745342,-1.4562657792824618,1.1252762,17.237133,2.370058,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 2012516916367530624,2012516916367530624,354.31469938578005,61.414392036591245,0.08840281588969984,-1.5372325535590425,-0.7847678643624916,1.0004961,16.639048,2.5194702,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,7196.1387,3.5466,-0.5484,2207.947,5.1966,3.9155,2.1874
Gaia DR3 2012516916367770880,2012516916367770880,354.31941336495464,61.4157493858328,0.15826066704034555,-0.8628184912876097,-0.5893682874893648,0.90991354,20.22988,1.9012699,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012516946426090112,2012516946426090112,354.3395973880894,61.37944740234802,0.9150269130569395,-3.004737647914198,-0.7766078034071466,1.0596316,19.977314,2.2112617,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012516946426119936,2012516946426119936,354.35119220876373,61.39016528672853,-0.49778777246594086,-1.662318326942792,-0.3567420952196545,1.172832,19.913713,2.2932491,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012516946426126592,2012516946426126592,354.3588300776166,61.392145440754284,1.0879419983715795,-7.622618663796388,-0.49277475361429307,1.0085347,17.45386,1.8372173,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4410.326,4.6741,0.0277,784.8831,1.0668,0.7759,0.4138
Gaia DR3 2012516950719982592,2012516950719982592,354.355866703316,61.3943893413376,0.5051798218564019,-7.766664462836461,0.4137807887897774,1.0859648,16.08623,1.5295286,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,6544.8057,3.9579,-0.1935,2119.5952,2.1496,1.7312,0.9422
Gaia DR3 2012516950719994112,2012516950719994112,354.34538704201236,61.38668349644435,0.4524919695471352,2.1243962120015687,-0.16602466404626723,0.98897755,19.838781,1.6059093,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012905520708051712,2012905520708051712,355.8314829776882,61.868053849862235,0.6687259323853995,-1.4106539808767447,-0.7409528310636602,1.0541337,19.531052,2.143406,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012905520708057984,2012905520708057984,355.84272372187075,61.87185659063557,1.3386024288725227,-0.30550179134865435,-1.9251354248437893,1.0428215,20.366867,1.8080235,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012905520708070656,2012905520708070656,355.8570783895984,61.88195952664295,0.010035076206124826,-3.230772427537888,-1.0890110633762078,0.98477423,19.163212,1.8194218,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012905520708328064,2012905520708328064,355.8462819475297,61.878858944044666,0.32811314873264597,-1.3120769645928803,-1.413097611485491,0.986274,19.112806,2.0926113,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012905520708402688,2012905520708402688,355.86124818386963,61.8732924026666,0.9413746208869609,4.864151769843267,-1.180214684344823,0.994554,20.513063,2.1129627,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012905520710422016,2012905520710422016,355.84847060720483,61.877888830322036,0.3876783956697948,-4.708675549843087,-1.6096438808644895,1.0860901,17.61288,1.6690025,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5641.0933,4.67,-3.5316,1055.4032,2.0147,1.5759,0.8807
Gaia DR3 2012905520710422272,2012905520710422272,355.8525923616564,61.87804643718536,0.13301788043585097,-3.743295969435267,-1.058752458751341,0.99850726,18.010752,1.6444874,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,5583.037,4.6891,-3.908,1207.0078,2.0187,1.5734,0.8799
Gaia DR3 2012905525007515392,2012905525007515392,355.83180581569724,61.871053707922464,0.205796132566195,-2.3934477321506638,-1.564129389430276,0.9748796,18.773563,1.8775787,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,4765.8843,4.8987,-2.602,890.6553,1.8408,1.3735,0.7582
Gaia DR3 2012905525007520128,2012905525007520128,355.85252256071715,61.8729800449176,1.4356710950863056,-9.060337714186513,-3.634950452797915,1.0608157,18.090446,1.9588223,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 2012905525008060672,2012905525008060672,355.8421180105883,61.872695734669435,,,,,21.10969,1.7335262,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012905525008064896,2012905525008064896,355.8506382173445,61.87188047327928,0.23345250953300448,-3.369577976663458,-0.5322318557487877,1.0145811,20.366379,1.7564945,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012905525008065280,2012905525008065280,355.85439717274136,61.87528001110807,0.5460867160852791,-0.6700805505312737,-1.5289999319290255,1.0599409,20.404985,2.031393,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012905525008067840,2012905525008067840,355.86431606836607,61.878308110502275,0.5458185465566104,-0.9182099180599914,-0.4886197459279576,1.2689996,20.69452,2.0149956,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012905525008068480,2012905525008068480,355.8606032939545,61.873316986274894,,,,,20.878923,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2012905525008509440,2012905525008509440,355.85538209743174,61.88200451630366,-0.17833865119534456,-1.0630344296426064,1.6605830424351762,0.9788989,20.86181,1.6845169,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6654221835608726272,6654221835608726272,279.8999467072153,-53.18069815595266,0.04777617393661269,-4.165753359583413,0.09612950235240487,0.9946926,20.221361,0.7822323,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6654221835608734336,6654221835608734336,279.885386636314,-53.17962247278601,-0.3454480594037837,-0.9924061844763946,-0.9730160459790027,0.95440274,20.587366,0.70553017,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6654221835608739072,6654221835608739072,279.9005924200258,-53.167131821279,,,,,20.973166,1.8701763,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6654221865675608576,6654221865675608576,279.9162804065014,-53.16841274562474,0.5379996717987618,3.8146761021859423,-1.0854281050662438,0.99233913,14.963858,0.9636946,,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 6654221865675612800,6654221865675612800,279.92271161957035,-53.16534293921171,0.47373238794540595,-0.8711869219389701,-5.298560126157778,0.9367304,17.87919,0.96787834,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,5145.871,4.692,-0.7838,2070.2776,0.0045,0.0037,0.002
Gaia DR3 6654221865675621376,6654221865675621376,279.92762464434134,-53.16191529116048,0.2839317661748441,2.625071657509149,-6.371514420525065,1.0212939,18.439762,0.895874,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,5285.1406,4.7817,-1.62,2440.9194,0.0024,0.002,0.0011
Gaia DR3 6654221865675628288,6654221865675628288,279.92046797365975,-53.15876063248208,0.7628417045414757,-0.3009607158410301,-1.6288963793139875,1.0708984,17.569988,1.2840366,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4575.0977,4.7018,-0.6401,1182.5233,0.1486,0.1149,0.0611
Gaia DR3 6654221865675630336,6654221865675630336,279.9253558692743,-53.15709555707625,0.7545979290808416,2.9354541546228305,-7.785689511581975,1.0201542,19.511082,0.9400902,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6654221869968466560,6654221869968466560,279.9269095562045,-53.16434731311528,,,,,20.877316,0.5109005,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6654221869969297152,6654221869969297152,279.9273015667331,-53.1557501867389,1.1059086188599563,2.3368217970918588,-12.505818470111521,1.0258986,20.486048,2.4305706,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6654221869972527104,6654221869972527104,279.91362099761733,-53.1622858826974,-0.5752286294389217,-5.75730946885977,-3.7863876552121543,1.0227329,20.329538,1.2861958,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6654221900035354368,6654221900035354368,279.89139331988866,-53.163624685403704,0.6671835763099674,1.3988182580070025,-10.009298716503395,0.9785024,19.386383,0.93802834,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6654221900035355648,6654221900035355648,279.88772482417295,-53.16372809084869,0.41760610638195284,6.79880255291921,-3.5258850622499596,1.0211221,16.4222,1.1793165,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4716.7085,4.3948,-0.4265,1346.404,0.0042,0.0033,0.0018
Gaia DR3 6654221900035356544,6654221900035356544,279.8936703171074,-53.16292563329178,0.28346928433183005,-0.601318665295744,-7.062114929575172,1.0221031,19.22212,0.9446964,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 6654221900035363584,6654221900035363584,279.90376581822244,-53.160047609926586,0.6052935180612569,-0.8696042845740419,-1.5098587519219229,0.99401265,19.497229,1.3626366,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2250436045606889728,2250436045606889728,304.6415896549767,69.38492501607364,-1.1446890764796378,1.5096861448026109,2.201041836516379,0.946364,19.668222,1.1641903,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2250436045606891264,2250436045606891264,304.6599393356512,69.38008596173614,0.2023953673488044,0.37452002662210626,4.144895470733276,1.0017189,19.074667,1.0360317,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2250436075670076160,2250436075670076160,304.5886625185854,69.38115823782937,0.35636246795691595,-3.8336785543105187,-1.7042530245420744,1.0281656,18.131554,1.2730637,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4553.194,4.9725,-2.9743,952.8633,0.0782,0.0607,0.0331
Gaia DR3 2250436075670080768,2250436075670080768,304.5943756660085,69.38374690807862,0.3273413358441048,-3.639326058721037,-5.385051838815512,1.1021994,18.669933,1.5785217,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3886.5847,4.7779,-1.2205,903.6328,0.0082,0.0059,0.0032
Gaia DR3 2250436110029826688,2250436110029826688,304.61095437535516,69.38737008647865,0.16693639581414305,0.8531402024383672,-4.491033069472002,1.0152203,20.226065,2.2041855,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2250436110030267136,2250436110030267136,304.62085018120894,69.38776345487163,0.8344406551685798,-10.781946725040958,-3.9378474214801304,1.0416203,20.38815,1.8857822,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2250436148686100992,2250436148686100992,304.5511904077721,69.36380694999332,0.2773357867379215,-5.861014552759496,-4.210522054704828,1.0004363,17.123806,1.1910572,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5207.3857,4.3436,-2.0618,1883.696,0.5727,0.4608,0.2532
Gaia DR3 2250436178749280000,2250436178749280000,304.552489836231,69.37403367564663,0.3330660713897034,-2.234871126448052,-1.8561120040863175,1.044087,19.22837,1.5364666,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2250436178749289728,2250436178749289728,304.55586735183346,69.38145106126238,0.22991603652950707,-2.6777998911195784,-2.868318042496637,0.942226,17.89495,1.3487835,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4365.3223,4.4377,-2.7037,1290.3472,0.0154,0.0118,0.0064
Gaia DR3 2250436183044392320,2250436183044392320,304.54003911707133,69.38240520066152,0.2786840882773967,-1.025412668874219,-1.5543608640557638,1.0595777,19.655699,1.3389149,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2250436183045837440,2250436183045837440,304.5439702439464,69.38295319061672,,,,,20.461613,1.9224262,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
